osgb4000000074567108,http://data.ordnancesurvey.co.uk/id/4000000074567108,Courtsend,,,,populatedPlace,Village,602516,193613,4000,250000,602278,193292,602941,193944,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074567109,http://data.ordnancesurvey.co.uk/id/4000000074567109,Churchend,,,,populatedPlace,Village,600334,192924,4000,250000,600172,192581,600672,193267,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XH,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XH,SS3 9XH,,,,other,Postcode,600672,193754,3500,18000,,,,,,,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XR,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XR,SS3 9XR,,,,other,Postcode,602906,193337,3500,18000,,,,,,,Courtsend,http://data.ordnancesurvey.co.uk/id/4000000074567108,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
CM08NG,http://data.ordnancesurvey.co.uk/id/postcodeunit/CM08NG,CM0 8NG,,,,other,Postcode,600879,196580,3500,18000,,,,,,,,,,Maldon,http://data.ordnancesurvey.co.uk/id/7000000000019501,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XN,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XN,SS3 9XN,,,,other,Postcode,601320,193118,3500,18000,,,,,,,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XW,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XW,SS3 9XW,,,,other,Postcode,602497,193251,3500,18000,,,,,,,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
CM07JQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/CM07JQ,CM0 7JQ,,,,other,Postcode,601298,198749,3500,18000,,,,,,,,,,Maldon,http://data.ordnancesurvey.co.uk/id/7000000000019501,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
CM08NJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/CM08NJ,CM0 8NJ,,,,other,Postcode,600719,197765,3500,18000,,,,,,,,,,Maldon,http://data.ordnancesurvey.co.uk/id/7000000000019501,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XQ,SS3 9XQ,,,,other,Postcode,600305,192881,3500,18000,,,,,,,Churchend,http://data.ordnancesurvey.co.uk/id/4000000074567109,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XS,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XS,SS3 9XS,,,,other,Postcode,602795,193481,3500,18000,,,,,,,Courtsend,http://data.ordnancesurvey.co.uk/id/4000000074567108,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XF,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XF,SS3 9XF,,,,other,Postcode,600044,191082,3500,18000,,,,,,,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
CM08NF,http://data.ordnancesurvey.co.uk/id/postcodeunit/CM08NF,CM0 8NF,,,,other,Postcode,600273,196621,3500,18000,,,,,,,,,,Maldon,http://data.ordnancesurvey.co.uk/id/7000000000019501,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
CM08NQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/CM08NQ,CM0 8NQ,,,,other,Postcode,600705,197404,3500,18000,,,,,,,,,,Maldon,http://data.ordnancesurvey.co.uk/id/7000000000019501,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XG,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XG,SS3 9XG,,,,other,Postcode,600046,191986,3500,18000,,,,,,,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
CM07FX,http://data.ordnancesurvey.co.uk/id/postcodeunit/CM07FX,CM0 7FX,,,,other,Postcode,600457,198209,3500,18000,,,,,,,,,,Maldon,http://data.ordnancesurvey.co.uk/id/7000000000019501,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XT,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XT,SS3 9XT,,,,other,Postcode,602417,193861,3500,18000,,,,,,,Courtsend,http://data.ordnancesurvey.co.uk/id/4000000074567108,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XJ,SS3 9XJ,,,,other,Postcode,600273,194230,3500,18000,,,,,,,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb5000005233862012,http://data.ordnancesurvey.co.uk/id/5000005233862012,Turtle Wall,,,,transportNetwork,Named Road,600342,192664,2000,20000,600299,192533,600367,192791,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000032996663,http://data.ordnancesurvey.co.uk/id/4000000032996663,The Chase,,,,transportNetwork,Named Road,602654,193496,2000,20000,602531,193435,602845,193548,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,Courtsend,http://data.ordnancesurvey.co.uk/id/4000000074567108,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
07257a7f-7eed-4eca-9c42-a7667c374d67,http://data.ordnancesurvey.co.uk/id/07257a7f-7eed-4eca-9c42-a7667c374d67,Turtle Wall,,,,transportNetwork,Section Of Named Road,600316,192751,1000,25000,600299,192716,600329,192791,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,Churchend,http://data.ordnancesurvey.co.uk/id/4000000074567109,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,osgb5000005233862012,,
osgb4000000074604355,http://data.ordnancesurvey.co.uk/id/4000000074604355,Foulness Island,,,,landform,Island,600763,192427,53000,800000,596653,189404,604873,195455,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747270,http://data.ordnancesurvey.co.uk/id/4000000074747270,Little Shell Corner,,,,landcover,Wetland,602104,194848,1000,200000,601857,194598,602357,195098,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074748622,http://data.ordnancesurvey.co.uk/id/4000000074748622,Blacktail Spit,,,,landcover,Wetland,604160,186805,8000,200000,603662,186276,604890,187334,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747329,http://data.ordnancesurvey.co.uk/id/4000000074747329,High Corner,,,,landcover,Wetland,600718,194593,1000,200000,600477,194343,600977,194843,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747216,http://data.ordnancesurvey.co.uk/id/4000000074747216,Rugwood Head,,,,landform,Other Landform,601504,190840,1000,15000,601265,190590,601765,191090,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747099,http://data.ordnancesurvey.co.uk/id/4000000074747099,Fisherman's Head,,,,landform,Other Landform,603504,192989,1000,15000,603254,192731,603754,193231,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074595711,http://data.ordnancesurvey.co.uk/id/4000000074595711,Clark's Hard,,,,landcover,Wetland,600194,194799,2000,200000,599945,194549,600445,195049,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747271,http://data.ordnancesurvey.co.uk/id/4000000074747271,Foulness Point,,,,landform,Other Landform,604610,195118,5000,15000,604224,194841,604996,195469,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747098,http://data.ordnancesurvey.co.uk/id/4000000074747098,New Burwood Head,,,,landform,Other Landform,600371,189873,1000,15000,600113,189623,600613,190123,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747100,http://data.ordnancesurvey.co.uk/id/4000000074747100,Asplins Head,,,,landform,Other Landform,600623,190104,1000,15000,600352,189854,600852,190354,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074720866,http://data.ordnancesurvey.co.uk/id/4000000074720866,Maplin Sands,,,,landcover,Wetland,601937,188078,92000,200000,593353,182094,607477,194061,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747330,http://data.ordnancesurvey.co.uk/id/4000000074747330,Holliwell Point,,,,landcover,Wetland,602639,196281,1000,200000,602387,196032,602887,196532,CM0,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CM0,,,,Maldon,http://data.ordnancesurvey.co.uk/id/7000000000019501,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074748623,http://data.ordnancesurvey.co.uk/id/4000000074748623,Shell Bank,,,,landcover,Wetland,603159,198176,3000,200000,602910,197961,603410,198461,CM0,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CM0,,,,Maldon,http://data.ordnancesurvey.co.uk/id/7000000000019501,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747328,http://data.ordnancesurvey.co.uk/id/4000000074747328,Crouch Corner,,,,landcover,Wetland,601260,194695,1000,200000,600981,194445,601481,194945,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074720925,http://data.ordnancesurvey.co.uk/id/4000000074720925,Foulness Sands,,,,landcover,Wetland,607640,196378,62000,200000,603953,192777,613453,199978,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747269,http://data.ordnancesurvey.co.uk/id/4000000074747269,Great Shell Corner,,,,landcover,Wetland,602857,195019,4000,200000,602568,194769,603114,195269,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747327,http://data.ordnancesurvey.co.uk/id/4000000074747327,Ware Corner,,,,landcover,Wetland,601964,194874,1000,200000,601685,194624,602185,195124,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074747215,http://data.ordnancesurvey.co.uk/id/4000000074747215,Eastwick Head,,,,landcover,Wetland,602559,191767,2000,200000,602310,191517,602810,192017,SS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SS3,,,,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
SS39XL,http://data.ordnancesurvey.co.uk/id/postcodeunit/SS39XL,SS3 9XL,,,,other,Postcode,600553,193224,3500,18000,,,,,,,Churchend,http://data.ordnancesurvey.co.uk/id/4000000074567109,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,Rochford,http://data.ordnancesurvey.co.uk/id/7000000000019625,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000019687,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
